dataSource,scientificName,taxonRank,basisOfRecord,family,genus,species,date,year,dataset_id,dayOfYear,latitude,longitude,verbatimTrait,trait,annotationID,mappedTraits
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-12,2023,-9999,285,41.433689,-81.693153,Open flowers (1),open flower present,npn:34973795,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-12,2023,-9999,285,41.433689,-81.693153,Open flowers (1),open flower present,npn:34973759,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-12,2023,-9999,285,41.745537,-74.119392,Open flowers (1),open flower present,npn:34952049,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-13,2023,16,286,39.099045,-96.565102,Open flowers (1),open flower present,npn:48057967,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-13,2023,-9999,286,40.86039,-73.878471,Open flowers (1),open flower present,npn:35320014,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-13,2023,-9999,286,35.586895,-83.073875,Open flowers (1),open flower present,npn:34962021,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-13,2023,3,286,42.385391,-71.109001,Open flowers (1),open flower present,npn:34961907,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-13,2023,-9999,286,40.616577,-73.825096,Open flowers (1),open flower present,npn:35171894,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-14,2023,3,287,41.745537,-74.119392,Open flowers (1),open flower present,npn:35403321,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-15,2023,3,288,47.143215,-93.431,Open flowers (1),open flower present,npn:34976052,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-15,2023,3,288,47.143215,-93.431,Open flowers (1),open flower present,npn:34976228,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-16,2023,16,289,39.099045,-96.565102,Open flowers (1),open flower present,npn:48058450,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-16,2023,-9999,289,35.586849,-83.073837,Open flowers (1),open flower present,npn:34979862,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-16,2023,-9999,289,35.586895,-83.073875,Open flowers (1),open flower present,npn:34979754,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-17,2023,3,290,41.745537,-74.119392,Open flowers (1),open flower present,npn:34993513,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-17,2023,-9999,290,44.739075,-93.602257,Open flowers (1),open flower present,npn:35021073,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-17,2023,3,290,42.385391,-71.109001,Open flowers (1),open flower present,npn:34995395,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-18,2023,3,291,39.90163,-86.175911,Open flowers (1),open flower present,npn:35027179,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-18,2023,3,291,39.90163,-86.175911,Open flowers (1),open flower present,npn:35027537,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-19,2023,-9999,292,41.433689,-81.693153,Open flowers (1),open flower present,npn:35066857,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-19,2023,-9999,292,41.745537,-74.119392,Open flowers (1),open flower present,npn:35044029,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-19,2023,-9999,292,41.433689,-81.693153,Open flowers (1),open flower present,npn:35066821,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-19,2023,-9999,292,35.586895,-83.073875,Open flowers (1),open flower present,npn:35044251,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-20,2023,-9999,293,40.616577,-73.825096,Open flowers (1),open flower present,npn:35172010,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-21,2023,-9999,294,44.739075,-93.602257,Open flowers (1),open flower present,npn:35067757,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-22,2023,3,295,47.143215,-93.431,Open flowers (1),open flower present,npn:35072617,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
